x,y,z,time
10.000,7.879,7.273,0.878
10.000,7.879,7.374,0.870
10.000,7.879,7.475,0.859
10.000,7.879,7.576,0.847
10.000,7.879,7.677,0.834
10.000,7.879,7.778,0.819
10.000,7.879,7.879,0.802
10.000,7.879,7.980,0.784
10.000,7.879,8.081,0.764
10.000,7.879,8.182,0.744
10.000,7.879,8.283,0.722
10.000,7.879,8.384,0.699
10.000,7.879,8.485,0.675
10.000,7.879,8.586,0.650
10.000,7.879,8.687,0.624
10.000,7.879,8.788,0.598
10.000,7.879,8.889,0.571
10.000,7.879,8.990,0.543
10.000,7.879,9.091,0.515
10.000,7.879,9.192,0.487
10.000,7.879,9.293,0.458
10.000,7.879,9.394,0.430
10.000,7.879,9.495,0.402
10.000,7.879,9.596,0.374
10.000,7.879,9.697,0.346
10.000,7.879,9.798,0.318
10.000,7.879,9.899,0.291
10.000,7.879,10.000,0.265
10.000,7.879,10.101,0.239
10.000,7.980,0.101,0.234
10.000,7.980,0.202,0.210
10.000,7.980,0.303,0.187
10.000,7.980,0.404,0.164
10.000,7.980,0.505,0.143
10.000,7.980,0.606,0.123
10.000,7.980,0.707,0.105
10.000,7.980,0.808,0.087
10.000,7.980,0.909,0.071
10.000,7.980,1.010,0.057
10.000,7.980,1.111,0.044
10.000,7.980,1.212,0.033
10.000,7.980,1.313,0.023
10.000,7.980,1.414,0.015
10.000,7.980,1.515,0.009
10.000,7.980,1.616,0.004
10.000,7.980,1.717,0.001
10.000,7.980,1.818,0.000
10.000,7.980,1.919,0.001
10.000,7.980,2.020,0.003
10.000,7.980,2.121,0.007
10.000,7.980,2.222,0.013
10.000,7.980,2.323,0.021
10.000,7.980,2.424,0.030
10.000,7.980,2.525,0.041
10.000,7.980,2.626,0.054
10.000,7.980,2.727,0.068
10.000,7.980,2.828,0.083
10.000,7.980,2.929,0.100
10.000,7.980,3.030,0.118
10.000,7.980,3.131,0.138
10.000,7.980,3.232,0.159
10.000,7.980,3.333,0.181
10.000,7.980,3.434,0.204
10.000,7.980,3.535,0.228
10.000,7.980,3.636,0.253
10.000,7.980,3.737,0.278
10.000,7.980,3.838,0.304
10.000,7.980,3.939,0.331
10.000,7.980,4.040,0.358
10.000,7.980,4.141,0.386
10.000,7.980,4.242,0.413
10.000,7.980,4.343,0.441
10.000,7.980,4.444,0.469
10.000,7.980,4.545,0.496
10.000,7.980,4.646,0.524
10.000,7.980,4.747,0.551
10.000,7.980,4.848,0.577
10.000,7.980,4.949,0.603
10.000,7.980,5.051,0.629
10.000,7.980,5.152,0.653
10.000,7.980,5.253,0.677
10.000,7.980,5.354,0.700
10.000,7.980,5.455,0.722
10.000,7.980,5.556,0.742
10.000,7.980,5.657,0.761
10.000,7.980,5.758,0.779
10.000,7.980,5.859,0.796
10.000,7.980,5.960,0.811
10.000,7.980,6.061,0.825
10.000,7.980,6.162,0.837
10.000,7.980,6.263,0.848
10.000,7.980,6.364,0.857
10.000,7.980,6.465,0.864
10.000,7.980,6.566,0.869
10.000,7.980,6.667,0.873
10.000,7.980,6.768,0.875
10.000,7.980,6.869,0.875
10.000,7.980,6.970,0.874
10.000,7.980,7.071,0.870
10.000,7.980,7.172,0.865
10.000,7.980,7.273,0.859
10.000,7.980,7.374,0.850
10.000,7.980,7.475,0.840
10.000,7.980,7.576,0.828
10.000,7.980,7.677,0.815
10.000,7.980,7.778,0.800
10.000,7.980,7.879,0.784
10.000,7.980,7.980,0.766
10.000,7.980,8.081,0.747
10.000,7.980,8.182,0.727
10.000,7.980,8.283,0.705
10.000,7.980,8.384,0.683
10.000,7.980,8.485,0.660
10.000,7.980,8.586,0.635
10.000,7.980,8.687,0.610
10.000,7.980,8.788,0.584
10.000,7.980,8.889,0.558
10.000,7.980,8.990,0.531
10.000,7.980,9.091,0.503
10.000,7.980,9.192,0.476
10.000,7.980,9.293,0.448
10.000,7.980,9.394,0.420
10.000,7.980,9.495,0.393
10.000,7.980,9.596,0.365
10.000,7.980,9.697,0.338
10.000,7.980,9.798,0.311
10.000,7.980,9.899,0.285
10.000,7.980,10.000,0.259
10.000,7.980,10.101,0.234
10.000,8.081,0.101,0.228
10.000,8.081,0.202,0.205
10.000,8.081,0.303,0.182
10.000,8.081,0.404,0.160
10.000,8.081,0.505,0.140
10.000,8.081,0.606,0.120
10.000,8.081,0.707,0.102
10.000,8.081,0.808,0.085
10.000,8.081,0.909,0.070
10.000,8.081,1.010,0.056
10.000,8.081,1.111,0.043
10.000,8.081,1.212,0.032
10.000,8.081,1.313,0.022
10.000,8.081,1.414,0.015
10.000,8.081,1.515,0.008
10.000,8.081,1.616,0.004
10.000,8.081,1.717,0.001
10.000,8.081,1.818,0.000
10.000,8.081,1.919,0.001
10.000,8.081,2.020,0.003
10.000,8.081,2.121,0.007
10.000,8.081,2.222,0.013
10.000,8.081,2.323,0.020
10.000,8.081,2.424,0.029
10.000,8.081,2.525,0.040
10.000,8.081,2.626,0.052
10.000,8.081,2.727,0.066
10.000,8.081,2.828,0.081
10.000,8.081,2.929,0.098
10.000,8.081,3.030,0.116
10.000,8.081,3.131,0.135
10.000,8.081,3.232,0.155
10.000,8.081,3.333,0.176
10.000,8.081,3.434,0.199
10.000,8.081,3.535,0.222
10.000,8.081,3.636,0.246
10.000,8.081,3.737,0.271
10.000,8.081,3.838,0.297
10.000,8.081,3.939,0.323
10.000,8.081,4.040,0.349
10.000,8.081,4.141,0.376
10.000,8.081,4.242,0.403
10.000,8.081,4.343,0.430
10.000,8.081,4.444,0.457
10.000,8.081,4.545,0.484
10.000,8.081,4.646,0.511
10.000,8.081,4.747,0.537
10.000,8.081,4.848,0.563
10.000,8.081,4.949,0.589
10.000,8.081,5.051,0.613
10.000,8.081,5.152,0.637
10.000,8.081,5.253,0.660
10.000,8.081,5.354,0.683
10.000,8.081,5.455,0.704
10.000,8.081,5.556,0.724
10.000,8.081,5.657,0.743
10.000,8.081,5.758,0.760
10.000,8.081,5.859,0.776
10.000,8.081,5.960,0.791
10.000,8.081,6.061,0.805
10.000,8.081,6.162,0.816
10.000,8.081,6.263,0.827
10.000,8.081,6.364,0.835
10.000,8.081,6.465,0.842
10.000,8.081,6.566,0.848
10.000,8.081,6.667,0.851
10.000,8.081,6.768,0.853
10.000,8.081,6.869,0.853
10.000,8.081,6.970,0.852
10.000,8.081,7.071,0.849
10.000,8.081,7.172,0.844
10.000,8.081,7.273,0.837
10.000,8.081,7.374,0.829
10.000,8.081,7.475,0.819
10.000,8.081,7.576,0.808
10.000,8.081,7.677,0.795
10.000,8.081,7.778,0.780
10.000,8.081,7.879,0.764
10.000,8.081,7.980,0.747
10.000,8.081,8.081,0.729
10.000,8.081,8.182,0.709
10.000,8.081,8.283,0.688
10.000,8.081,8.384,0.666
10.000,8.081,8.485,0.643
10.000,8.081,8.586,0.619
10.000,8.081,8.687,0.595
10.000,8.081,8.788,0.570
10.000,8.081,8.889,0.544
10.000,8.081,8.990,0.518
10.000,8.081,9.091,0.491
10.000,8.081,9.192,0.464
10.000,8.081,9.293,0.437
10.000,8.081,9.394,0.410
10.000,8.081,9.495,0.383
10.000,8.081,9.596,0.356
10.000,8.081,9.697,0.330
10.000,8.081,9.798,0.303
10.000,8.081,9.899,0.278
10.000,8.081,10.000,0.253
10.000,8.081,10.101,0.228
10.000,8.182,0.101,0.222
10.000,8.182,0.202,0.199
10.000,8.182,0.303,0.177
10.000,8.182,0.404,0.156
10.000,8.182,0.505,0.136
10.000,8.182,0.606,0.117
10.000,8.182,0.707,0.099
10.000,8.182,0.808,0.083
10.000,8.182,0.909,0.068
10.000,8.182,1.010,0.054
10.000,8.182,1.111,0.042
10.000,8.182,1.212,0.031
10.000,8.182,1.313,0.022
10.000,8.182,1.414,0.014
10.000,8.182,1.515,0.008
10.000,8.182,1.616,0.004
10.000,8.182,1.717,0.001
10.000,8.182,1.818,0.000
10.000,8.182,1.919,0.001
10.000,8.182,2.020,0.003
10.000,8.182,2.121,0.007
10.000,8.182,2.222,0.012
10.000,8.182,2.323,0.020
10.000,8.182,2.424,0.029
10.000,8.182,2.525,0.039
10.000,8.182,2.626,0.051
10.000,8.182,2.727,0.064
10.000,8.182,2.828,0.079
10.000,8.182,2.929,0.095
10.000,8.182,3.030,0.112
10.000,8.182,3.131,0.131
10.000,8.182,3.232,0.151
10.000,8.182,3.333,0.172
10.000,8.182,3.434,0.193
10.000,8.182,3.535,0.216
10.000,8.182,3.636,0.240
10.000,8.182,3.737,0.264
10.000,8.182,3.838,0.289
10.000,8.182,3.939,0.314
10.000,8.182,4.040,0.340
10.000,8.182,4.141,0.366
10.000,8.182,4.242,0.392
10.000,8.182,4.343,0.418
10.000,8.182,4.444,0.445
10.000,8.182,4.545,0.471
10.000,8.182,4.646,0.497
10.000,8.182,4.747,0.523
10.000,8.182,4.848,0.548
10.000,8.182,4.949,0.573
10.000,8.182,5.051,0.597
10.000,8.182,5.152,0.620
10.000,8.182,5.253,0.642
10.000,8.182,5.354,0.664
10.000,8.182,5.455,0.685
10.000,8.182,5.556,0.704
10.000,8.182,5.657,0.722
10.000,8.182,5.758,0.740
10.000,8.182,5.859,0.755
10.000,8.182,5.960,0.770
10.000,8.182,6.061,0.783
10.000,8.182,6.162,0.794
10.000,8.182,6.263,0.804
10.000,8.182,6.364,0.813
10.000,8.182,6.465,0.820
10.000,8.182,6.566,0.825
10.000,8.182,6.667,0.828
10.000,8.182,6.768,0.830
10.000,8.182,6.869,0.830
10.000,8.182,6.970,0.829
10.000,8.182,7.071,0.826
10.000,8.182,7.172,0.821
10.000,8.182,7.273,0.815
10.000,8.182,7.374,0.807
10.000,8.182,7.475,0.797
10.000,8.182,7.576,0.786
10.000,8.182,7.677,0.773
10.000,8.182,7.778,0.759
10.000,8.182,7.879,0.744
10.000,8.182,7.980,0.727
10.000,8.182,8.081,0.709
10.000,8.182,8.182,0.690
10.000,8.182,8.283,0.669
10.000,8.182,8.384,0.648
10.000,8.182,8.485,0.626
10.000,8.182,8.586,0.603
10.000,8.182,8.687,0.579
10.000,8.182,8.788,0.554
10.000,8.182,8.889,0.529
10.000,8.182,8.990,0.504
10.000,8.182,9.091,0.478
10.000,8.182,9.192,0.451
10.000,8.182,9.293,0.425
10.000,8.182,9.394,0.399
10.000,8.182,9.495,0.373
10.000,8.182,9.596,0.346
10.000,8.182,9.697,0.321
10.000,8.182,9.798,0.295
10.000,8.182,9.899,0.270
10.000,8.182,10.000,0.246
10.000,8.182,10.101,0.222
10.000,8.283,0.101,0.216
10.000,8.283,0.202,0.193
10.000,8.283,0.303,0.172
10.000,8.283,0.404,0.151
10.000,8.283,0.505,0.132
10.000,8.283,0.606,0.114
10.000,8.283,0.707,0.096
10.000,8.283,0.808,0.080
10.000,8.283,0.909,0.066
10.000,8.283,1.010,0.052
10.000,8.283,1.111,0.041
10.000,8.283,1.212,0.030
10.000,8.283,1.313,0.021
10.000,8.283,1.414,0.014
10.000,8.283,1.515,0.008
10.000,8.283,1.616,0.004
10.000,8.283,1.717,0.001
10.000,8.283,1.818,0.000
10.000,8.283,1.919,0.001
10.000,8.283,2.020,0.003
10.000,8.283,2.121,0.007
10.000,8.283,2.222,0.012
10.000,8.283,2.323,0.019
10.000,8.283,2.424,0.028
10.000,8.283,2.525,0.038
10.000,8.283,2.626,0.049
10.000,8.283,2.727,0.062
10.000,8.283,2.828,0.077
10.000,8.283,2.929,0.092
10.000,8.283,3.030,0.109
10.000,8.283,3.131,0.127
10.000,8.283,3.232,0.146
10.000,8.283,3.333,0.167
10.000,8.283,3.434,0.188
10.000,8.283,3.535,0.210
10.000,8.283,3.636,0.233
10.000,8.283,3.737,0.256
10.000,8.283,3.838,0.280
10.000,8.283,3.939,0.305
10.000,8.283,4.040,0.330
10.000,8.283,4.141,0.355
10.000,8.283,4.242,0.381
10.000,8.283,4.343,0.406
10.000,8.283,4.444,0.432
10.000,8.283,4.545,0.457
10.000,8.283,4.646,0.482
10.000,8.283,4.747,0.507
10.000,8.283,4.848,0.532
10.000,8.283,4.949,0.556
10.000,8.283,5.051,0.579
10.000,8.283,5.152,0.602
10.000,8.283,5.253,0.624
10.000,8.283,5.354,0.644
10.000,8.283,5.455,0.664
10.000,8.283,5.556,0.683
10.000,8.283,5.657,0.701
10.000,8.283,5.758,0.718
10.000,8.283,5.859,0.733
10.000,8.283,5.960,0.747
10.000,8.283,6.061,0.760
10.000,8.283,6.162,0.771
10.000,8.283,6.263,0.781
10.000,8.283,6.364,0.789
10.000,8.283,6.465,0.795
10.000,8.283,6.566,0.800
10.000,8.283,6.667,0.804
10.000,8.283,6.768,0.806
10.000,8.283,6.869,0.806
10.000,8.283,6.970,0.804
10.000,8.283,7.071,0.801
10.000,8.283,7.172,0.797
10.000,8.283,7.273,0.791
10.000,8.283,7.374,0.783
10.000,8.283,7.475,0.773
10.000,8.283,7.576,0.763
10.000,8.283,7.677,0.750
10.000,8.283,7.778,0.737
10.000,8.283,7.879,0.722
10.000,8.283,7.980,0.705
10.000,8.283,8.081,0.688
10.000,8.283,8.182,0.669
10.000,8.283,8.283,0.650
10.000,8.283,8.384,0.629
10.000,8.283,8.485,0.607
10.000,8.283,8.586,0.585
10.000,8.283,8.687,0.562
10.000,8.283,8.788,0.538
10.000,8.283,8.889,0.514
10.000,8.283,8.990,0.489
10.000,8.283,9.091,0.464
10.000,8.283,9.192,0.438
10.000,8.283,9.293,0.413
10.000,8.283,9.394,0.387
10.000,8.283,9.495,0.362
10.000,8.283,9.596,0.336
10.000,8.283,9.697,0.311
10.000,8.283,9.798,0.286
10.000,8.283,9.899,0.262
10.000,8.283,10.000,0.239
10.000,8.283,10.101,0.216
10.000,8.384,0.101,0.209
10.000,8.384,0.202,0.187
10.000,8.384,0.303,0.166
10.000,8.384,0.404,0.147
10.000,8.384,0.505,0.128
10.000,8.384,0.606,0.110
10.000,8.384,0.707,0.093
10.000,8.384,0.808,0.078
10.000,8.384,0.909,0.064
10.000,8.384,1.010,0.051
10.000,8.384,1.111,0.039
10.000,8.384,1.212,0.029
10.000,8.384,1.313,0.020
10.000,8.384,1.414,0.013
10.000,8.384,1.515,0.008
10.000,8.384,1.616,0.004
10.000,8.384,1.717,0.001
10.000,8.384,1.818,0.000
10.000,8.384,1.919,0.001
10.000,8.384,2.020,0.003
10.000,8.384,2.121,0.006
10.000,8.384,2.222,0.012
10.000,8.384,2.323,0.019
10.000,8.384,2.424,0.027
10.000,8.384,2.525,0.037
10.000,8.384,2.626,0.048
10.000,8.384,2.727,0.060
10.000,8.384,2.828,0.074
10.000,8.384,2.929,0.089
10.000,8.384,3.030,0.106
10.000,8.384,3.131,0.123
10.000,8.384,3.232,0.142
10.000,8.384,3.333,0.161
10.000,8.384,3.434,0.182
10.000,8.384,3.535,0.203
10.000,8.384,3.636,0.225
10.000,8.384,3.737,0.248
10.000,8.384,3.838,0.271
10.000,8.384,3.939,0.295
10.000,8.384,4.040,0.319
10.000,8.384,4.141,0.344
10.000,8.384,4.242,0.368
10.000,8.384,4.343,0.393
10.000,8.384,4.444,0.418
10.000,8.384,4.545,0.443
10.000,8.384,4.646,0.467
10.000,8.384,4.747,0.491
10.000,8.384,4.848,0.515
10.000,8.384,4.949,0.538
10.000,8.384,5.051,0.561
10.000,8.384,5.152,0.583
10.000,8.384,5.253,0.604
10.000,8.384,5.354,0.624
10.000,8.384,5.455,0.643
10.000,8.384,5.556,0.662
10.000,8.384,5.657,0.679
10.000,8.384,5.758,0.695
10.000,8.384,5.859,0.710
10.000,8.384,5.960,0.723
10.000,8.384,6.061,0.735
10.000,8.384,6.162,0.746
10.000,8.384,6.263,0.756
10.000,8.384,6.364,0.764
10.000,8.384,6.465,0.770
10.000,8.384,6.566,0.775
10.000,8.384,6.667,0.778
10.000,8.384,6.768,0.780
10.000,8.384,6.869,0.780
10.000,8.384,6.970,0.779
10.000,8.384,7.071,0.776
10.000,8.384,7.172,0.771
10.000,8.384,7.273,0.765
10.000,8.384,7.374,0.758
10.000,8.384,7.475,0.749
10.000,8.384,7.576,0.738
10.000,8.384,7.677,0.726
10.000,8.384,7.778,0.713
10.000,8.384,7.879,0.699
10.000,8.384,7.980,0.683
10.000,8.384,8.081,0.666
10.000,8.384,8.182,0.648
10.000,8.384,8.283,0.629
10.000,8.384,8.384,0.609
10.000,8.384,8.485,0.588
10.000,8.384,8.586,0.566
10.000,8.384,8.687,0.544
10.000,8.384,8.788,0.521
10.000,8.384,8.889,0.497
10.000,8.384,8.990,0.473
10.000,8.384,9.091,0.449
10.000,8.384,9.192,0.424
10.000,8.384,9.293,0.399
10.000,8.384,9.394,0.375
10.000,8.384,9.495,0.350
10.000,8.384,9.596,0.325
10.000,8.384,9.697,0.301
10.000,8.384,9.798,0.277
10.000,8.384,9.899,0.254
10.000,8.384,10.000,0.231
10.000,8.384,10.101,0.209
10.000,8.485,0.101,0.201
10.000,8.485,0.202,0.181
10.000,8.485,0.303,0.161
10.000,8.485,0.404,0.142
10.000,8.485,0.505,0.123
10.000,8.485,0.606,0.106
10.000,8.485,0.707,0.090
10.000,8.485,0.808,0.075
10.000,8.485,0.909,0.061
10.000,8.485,1.010,0.049
10.000,8.485,1.111,0.038
10.000,8.485,1.212,0.028
10.000,8.485,1.313,0.020
10.000,8.485,1.414,0.013
10.000,8.485,1.515,0.007
10.000,8.485,1.616,0.003
10.000,8.485,1.717,0.001
10.000,8.485,1.818,0.000
10.000,8.485,1.919,0.001
10.000,8.485,2.020,0.003
10.000,8.485,2.121,0.006
10.000,8.485,2.222,0.011
10.000,8.485,2.323,0.018
10.000,8.485,2.424,0.026
10.000,8.485,2.525,0.035
10.000,8.485,2.626,0.046
10.000,8.485,2.727,0.058
10.000,8.485,2.828,0.072
10.000,8.485,2.929,0.086
10.000,8.485,3.030,0.102
10.000,8.485,3.131,0.119
10.000,8.485,3.232,0.137
10.000,8.485,3.333,0.156
10.000,8.485,3.434,0.176
10.000,8.485,3.535,0.196
10.000,8.485,3.636,0.217
10.000,8.485,3.737,0.239
10.000,8.485,3.838,0.262
10.000,8.485,3.939,0.285
10.000,8.485,4.040,0.308
10.000,8.485,4.141,0.332
10.000,8.485,4.242,0.356
10.000,8.485,4.343,0.380
10.000,8.485,4.444,0.404
10.000,8.485,4.545,0.427
10.000,8.485,4.646,0.451
10.000,8.485,4.747,0.474
10.000,8.485,4.848,0.497
10.000,8.485,4.949,0.519
10.000,8.485,5.051,0.541
10.000,8.485,5.152,0.562
10.000,8.485,5.253,0.583
10.000,8.485,5.354,0.602
10.000,8.485,5.455,0.621
10.000,8.485,5.556,0.639
10.000,8.485,5.657,0.655
10.000,8.485,5.758,0.671
10.000,8.485,5.859,0.685
10.000,8.485,5.960,0.698
10.000,8.485,6.061,0.710
10.000,8.485,6.162,0.721
10.000,8.485,6.263,0.730
10.000,8.485,6.364,0.737
10.000,8.485,6.465,0.744
10.000,8.485,6.566,0.748
10.000,8.485,6.667,0.751
10.000,8.485,6.768,0.753
10.000,8.485,6.869,0.753
10.000,8.485,6.970,0.752
10.000,8.485,7.071,0.749
10.000,8.485,7.172,0.745
10.000,8.485,7.273,0.739
10.000,8.485,7.374,0.732
10.000,8.485,7.475,0.723
10.000,8.485,7.576,0.713
10.000,8.485,7.677,0.702
10.000,8.485,7.778,0.689
10.000,8.485,7.879,0.675
10.000,8.485,7.980,0.660
10.000,8.485,8.081,0.643
10.000,8.485,8.182,0.626
10.000,8.485,8.283,0.607
10.000,8.485,8.384,0.588
10.000,8.485,8.485,0.568
10.000,8.485,8.586,0.547
10.000,8.485,8.687,0.525
10.000,8.485,8.788,0.503
10.000,8.485,8.889,0.480
10.000,8.485,8.990,0.457
10.000,8.485,9.091,0.433
10.000,8.485,9.192,0.410
10.000,8.485,9.293,0.386
10.000,8.485,9.394,0.362
10.000,8.485,9.495,0.338
10.000,8.485,9.596,0.314
10.000,8.485,9.697,0.291
10.000,8.485,9.798,0.268
10.000,8.485,9.899,0.245
10.000,8.485,10.000,0.223
10.000,8.485,10.101,0.201
10.000,8.586,0.101,0.194
10.000,8.586,0.202,0.174
10.000,8.586,0.303,0.155
10.000,8.586,0.404,0.136
10.000,8.586,0.505,0.119
10.000,8.586,0.606,0.102
10.000,8.586,0.707,0.087
10.000,8.586,0.808,0.072
10.000,8.586,0.909,0.059
10.000,8.586,1.010,0.047
10.000,8.586,1.111,0.036
10.000,8.586,1.212,0.027
10.000,8.586,1.313,0.019
10.000,8.586,1.414,0.012
10.000,8.586,1.515,0.007
10.000,8.586,1.616,0.003
10.000,8.586,1.717,0.001
10.000,8.586,1.818,0.000
10.000,8.586,1.919,0.001
10.000,8.586,2.020,0.003
10.000,8.586,2.121,0.006
10.000,8.586,2.222,0.011
10.000,8.586,2.323,0.017
10.000,8.586,2.424,0.025
10.000,8.586,2.525,0.034
10.000,8.586,2.626,0.044
10.000,8.586,2.727,0.056
10.000,8.586,2.828,0.069
10.000,8.586,2.929,0.083
10.000,8.586,3.030,0.098
10.000,8.586,3.131,0.115
10.000,8.586,3.232,0.132
10.000,8.586,3.333,0.150
10.000,8.586,3.434,0.169
10.000,8.586,3.535,0.189
10.000,8.586,3.636,0.209
10.000,8.586,3.737,0.231
10.000,8.586,3.838,0.252
10.000,8.586,3.939,0.274
10.000,8.586,4.040,0.297
10.000,8.586,4.141,0.320
10.000,8.586,4.242,0.343
10.000,8.586,4.343,0.366
10.000,8.586,4.444,0.389
10.000,8.586,4.545,0.412
10.000,8.586,4.646,0.434
10.000,8.586,4.747,0.457
10.000,8.586,4.848,0.479
10.000,8.586,4.949,0.500
10.000,8.586,5.051,0.521
10.000,8.586,5.152,0.542
10.000,8.586,5.253,0.561
10.000,8.586,5.354,0.580
10.000,8.586,5.455,0.598
10.000,8.586,5.556,0.615
10.000,8.586,5.657,0.631
10.000,8.586,5.758,0.646
10.000,8.586,5.859,0.660
10.000,8.586,5.960,0.673
10.000,8.586,6.061,0.684
10.000,8.586,6.162,0.694
10.000,8.586,6.263,0.703
10.000,8.586,6.364,0.710
10.000,8.586,6.465,0.716
10.000,8.586,6.566,0.721
10.000,8.586,6.667,0.724
10.000,8.586,6.768,0.725
10.000,8.586,6.869,0.726
10.000,8.586,6.970,0.724
10.000,8.586,7.071,0.722
10.000,8.586,7.172,0.717
10.000,8.586,7.273,0.712
10.000,8.586,7.374,0.705
10.000,8.586,7.475,0.696
10.000,8.586,7.576,0.687
10.000,8.586,7.677,0.676
10.000,8.586,7.778,0.663
10.000,8.586,7.879,0.650
10.000,8.586,7.980,0.635
10.000,8.586,8.081,0.619
10.000,8.586,8.182,0.603
10.000,8.586,8.283,0.585
10.000,8.586,8.384,0.566
10.000,8.586,8.485,0.547
10.000,8.586,8.586,0.527
10.000,8.586,8.687,0.506
10.000,8.586,8.788,0.484
10.000,8.586,8.889,0.462
10.000,8.586,8.990,0.440
10.000,8.586,9.091,0.417
10.000,8.586,9.192,0.394
10.000,8.586,9.293,0.371
10.000,8.586,9.394,0.348
10.000,8.586,9.495,0.326
10.000,8.586,9.596,0.303
10.000,8.586,9.697,0.280
10.000,8.586,9.798,0.258
10.000,8.586,9.899,0.236
10.000,8.586,10.000,0.215
10.000,8.586,10.101,0.194
10.000,8.687,0.101,0.186
10.000,8.687,0.202,0.167
10.000,8.687,0.303,0.149
10.000,8.687,0.404,0.131
10.000,8.687,0.505,0.114
10.000,8.687,0.606,0.098
10.000,8.687,0.707,0.083
10.000,8.687,0.808,0.070
10.000,8.687,0.909,0.057
10.000,8.687,1.010,0.045
10.000,8.687,1.111,0.035
10.000,8.687,1.212,0.026
10.000,8.687,1.313,0.018
10.000,8.687,1.414,0.012
10.000,8.687,1.515,0.007
10.000,8.687,1.616,0.003
10.000,8.687,1.717,0.001
10.000,8.687,1.818,0.000
10.000,8.687,1.919,0.001
10.000,8.687,2.020,0.002
10.000,8.687,2.121,0.006
10.000,8.687,2.222,0.010
10.000,8.687,2.323,0.017
10.000,8.687,2.424,0.024
10.000,8.687,2.525,0.033
10.000,8.687,2.626,0.043
10.000,8.687,2.727,0.054
10.000,8.687,2.828,0.066
10.000,8.687,2.929,0.080
10.000,8.687,3.030,0.094
10.000,8.687,3.131,0.110
10.000,8.687,3.232,0.127
10.000,8.687,3.333,0.144
10.000,8.687,3.434,0.162
10.000,8.687,3.535,0.181
10.000,8.687,3.636,0.201
10.000,8.687,3.737,0.221
10.000,8.687,3.838,0.242
10.000,8.687,3.939,0.264
10.000,8.687,4.040,0.285
10.000,8.687,4.141,0.307
10.000,8.687,4.242,0.329
10.000,8.687,4.343,0.351
10.000,8.687,4.444,0.373
10.000,8.687,4.545,0.395
10.000,8.687,4.646,0.417
10.000,8.687,4.747,0.439
10.000,8.687,4.848,0.460
10.000,8.687,4.949,0.480
10.000,8.687,5.051,0.501
10.000,8.687,5.152,0.520
10.000,8.687,5.253,0.539
10.000,8.687,5.354,0.557
10.000,8.687,5.455,0.574
10.000,8.687,5.556,0.591
10.000,8.687,5.657,0.606
10.000,8.687,5.758,0.621
10.000,8.687,5.859,0.634
10.000,8.687,5.960,0.646
10.000,8.687,6.061,0.657
10.000,8.687,6.162,0.667
10.000,8.687,6.263,0.675
10.000,8.687,6.364,0.682
10.000,8.687,6.465,0.688
10.000,8.687,6.566,0.692
10.000,8.687,6.667,0.695
10.000,8.687,6.768,0.697
10.000,8.687,6.869,0.697
10.000,8.687,6.970,0.696
10.000,8.687,7.071,0.693
10.000,8.687,7.172,0.689
10.000,8.687,7.273,0.684
10.000,8.687,7.374,0.677
10.000,8.687,7.475,0.669
10.000,8.687,7.576,0.659
10.000,8.687,7.677,0.649
10.000,8.687,7.778,0.637
10.000,8.687,7.879,0.624
10.000,8.687,7.980,0.610
10.000,8.687,8.081,0.595
10.000,8.687,8.182,0.579
10.000,8.687,8.283,0.562
10.000,8.687,8.384,0.544
10.000,8.687,8.485,0.525
10.000,8.687,8.586,0.506
10.000,8.687,8.687,0.486
10.000,8.687,8.788,0.465
10.000,8.687,8.889,0.444
10.000,8.687,8.990,0.423
10.000,8.687,9.091,0.401
10.000,8.687,9.192,0.379
10.000,8.687,9.293,0.357
10.000,8.687,9.394,0.335
10.000,8.687,9.495,0.313
10.000,8.687,9.596,0.291
10.000,8.687,9.697,0.269
10.000,8.687,9.798,0.248
10.000,8.687,9.899,0.227
10.000,8.687,10.000,0.206
10.000,8.687,10.101,0.186
10.000,8.788,0.101,0.178
10.000,8.788,0.202,0.160
10.000,8.788,0.303,0.142
10.000,8.788,0.404,0.125
10.000,8.788,0.505,0.109
10.000,8.788,0.606,0.094
10.000,8.788,0.707,0.080
10.000,8.788,0.808,0.067
10.000,8.788,0.909,0.054
10.000,8.788,1.010,0.043
10.000,8.788,1.111,0.034
10.000,8.788,1.212,0.025
10.000,8.788,1.313,0.018
10.000,8.788,1.414,0.011
10.000,8.788,1.515,0.007
10.000,8.788,1.616,0.003
10.000,8.788,1.717,0.001
10.000,8.788,1.818,0.000
10.000,8.788,1.919,0.001
10.000,8.788,2.020,0.002
10.000,8.788,2.121,0.006
10.000,8.788,2.222,0.010
10.000,8.788,2.323,0.016
10.000,8.788,2.424,0.023
10.000,8.788,2.525,0.031
10.000,8.788,2.626,0.041
10.000,8.788,2.727,0.052
10.000,8.788,2.828,0.063
10.000,8.788,2.929,0.076
10.000,8.788,3.030,0.090
10.000,8.788,3.131,0.105
10.000,8.788,3.232,0.121
10.000,8.788,3.333,0.138
10.000,8.788,3.434,0.155
10.000,8.788,3.535,0.174
10.000,8.788,3.636,0.193
10.000,8.788,3.737,0.212
10.000,8.788,3.838,0.232
10.000,8.788,3.939,0.252
10.000,8.788,4.040,0.273
10.000,8.788,4.141,0.294
10.000,8.788,4.242,0.315
10.000,8.788,4.343,0.336
10.000,8.788,4.444,0.357
10.000,8.788,4.545,0.378
